,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
1,1.0,1.0,1.0,0.9836065573770492,0.9473684210526315,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.9166666666666666,0.875,0.9545454545454546,1.0,0.8,1.0,1.0,1.0,0.9411764705882353,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0
3,0.8888888888888888,0.95,0.96875,1.0,0.9714285714285714,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.8333333333333334,0.9705882352941176,0.9,0.0,0.9,0.9811320754716981,0.9833333333333333,0.9814814814814815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1.0,0.9,1.0,0.9666666666666667,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.8,0.8333333333333334,1.0,1.0,0.9166666666666666,0.9615384615384616,0.875,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.96,0.6666666666666666,0.5,0.9444444444444444,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9696969696969697,0.96875,1.0
8,0.8333333333333334,0.9,0.9285714285714286,0.9615384615384616,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871,0.96875,1.0,1.0,1.0
9,0.9090909090909091,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,0.875,0.96,1.0,1.0,0.9375,1.0,0.75,1.0
10,0.9523809523809523,0.9473684210526315,1.0,0.5,1.0,1.0,0.9852941176470589,0.9836065573770492,1.0,1.0,1.0,0.0,1.0,1.0,0.96875,1.0
11,0.9523809523809523,0.9565217391304348,1.0,0.9722222222222222,1.0,0.9782608695652174,1.0,1.0,0.6666666666666666,1.0,1.0,0.9824561403508771,0.8333333333333334,0.9830508474576272,1.0,1.0
12,0.9523809523809523,0.9333333333333333,1.0,1.0,0.9523809523809523,0.9696969696969697,0.9444444444444444,0.9714285714285714,0.9090909090909091,1.0,1.0,1.0,0.75,1.0,1.0,1.0
13,0.9,1.0,1.0,0.0,1.0,0.9743589743589743,1.0,1.0,0.9767441860465116,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0
14,0.8888888888888888,1.0,0.9696969696969697,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9838709677419355,1.0,1.0
15,0.9333333333333333,0.96,0.8571428571428571,0.9090909090909091,1.0,0.9833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,0.9375,0.9615384615384616,0.975609756097561,1.0,0.9767441860465116,0.9655172413793104,0.9814814814814815,1.0,1.0,0.9803921568627451,1.0,1.0,1.0,1.0,1.0,1.0
17,0.9696969696969697,0.95,1.0,0.8,0.8571428571428571,1.0,1.0,0.8333333333333334,0.9166666666666666,0.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0
18,0.0,0.975,0.9285714285714286,0.972972972972973,0.9824561403508771,0.9767441860465116,0.9743589743589743,1.0,0.9846153846153847,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,0.9523809523809523,1.0,0.9565217391304348,0.975609756097561,0.9523809523809523,0.9666666666666667,0.9166666666666666,0.9811320754716981,0.9705882352941176,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0
20,0.9090909090909091,0.8571428571428571,0.75,0.9444444444444444,1.0,0.9523809523809523,1.0,0.9666666666666667,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0
21,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.9814814814814815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,1.0,1.0,1.0,1.0,0.9791666666666666,1.0,1.0,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.9565217391304348,1.0
23,0.0,1.0,0.6666666666666666,1.0,0.8,0.9655172413793104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,1.0,1.0,1.0,0.975,1.0,1.0,1.0,1.0,0.9642857142857143,0.98,0.75,0.875,1.0,1.0,0.875,1.0
25,0.875,0.8888888888888888,0.9736842105263158,1.0,1.0,1.0,1.0,1.0,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,1.0,0.9565217391304348,0.8333333333333334,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,0.9705882352941176,1.0,1.0,0.0,1.0,1.0,1.0
27,0.9782608695652174,0.0,0.0,0.9444444444444444,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
28,0.8888888888888888,1.0,1.0,1.0,1.0,0.8333333333333334,0.9696969696969697,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
29,1.0,0.9411764705882353,0.9411764705882353,0.8333333333333334,0.0,1.0,1.0,0.9642857142857143,1.0,0.9,1.0,1.0,1.0,0.9850746268656716,0.96,1.0
30,0.8571428571428571,0.9696969696969697,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,0.9743589743589743,1.0
31,0.9090909090909091,1.0,1.0,0.8,0.9166666666666666,0.9782608695652174,0.875,1.0,1.0,0.8333333333333334,0.975,1.0,1.0,1.0,1.0,1.0
32,0.6666666666666666,0.9565217391304348,0.9824561403508771,0.9375,1.0,0.9090909090909091,0.8,0.9090909090909091,1.0,1.0,1.0,0.9841269841269841,1.0,1.0,1.0,0.9705882352941176
33,0.75,0.9743589743589743,1.0,0.0,1.0,0.9782608695652174,0.9473684210526315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0
34,1.0,0.95,0.95,1.0,1.0,1.0,1.0,0.9375,0.9836065573770492,1.0,1.0,1.0,0.9836065573770492,1.0,1.0,1.0
35,0.9473684210526315,0.9444444444444444,0.8,1.0,0.5,0.8,0.6666666666666666,1.0,1.0,0.9777777777777777,1.0,1.0,0.975,0.9772727272727273,0.9795918367346939,1.0
36,0.9411764705882353,0.875,0.96,1.0,0.98,1.0,1.0,0.9411764705882353,0.8,1.0,0.9285714285714286,1.0,0.9787234042553191,1.0,1.0,1.0
37,0.9333333333333333,0.9166666666666666,0.6666666666666666,1.0,0.8888888888888888,0.9696969696969697,1.0,0.9473684210526315,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0
38,0.9333333333333333,0.5,0.5,0.9473684210526315,1.0,1.0,0.9827586206896551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,0.9,1.0,0.9714285714285714,1.0,0.9523809523809523,0.875,0.9824561403508771,1.0,0.9850746268656716,1.0,1.0,0.9795918367346939,1.0,0.9814814814814815,1.0,1.0
40,1.0,0.9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9824561403508771,1.0,1.0,1.0,1.0,1.0,1.0
41,1.0,0.0,0.9714285714285714,1.0,0.9333333333333333,0.9722222222222222,0.8888888888888888,1.0,1.0,1.0,0.9743589743589743,0.9833333333333333,0.6666666666666666,1.0,1.0,1.0
42,0.75,0.6666666666666666,0.0,0.9411764705882353,1.0,1.0,0.875,1.0,0.96,1.0,0.9833333333333333,1.0,1.0,1.0,0.9545454545454546,1.0
43,0.9629629629629629,1.0,0.8333333333333334,0.6666666666666666,0.9285714285714286,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,0.0,0.9375,1.0,1.0,1.0,0.9473684210526315,1.0,0.9803921568627451,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,1.0,1.0,0.9090909090909091,0.9523809523809523,0.9787234042553191,0.8333333333333334,1.0,1.0,0.9833333333333333,0.95,1.0,0.95,1.0,1.0,0.9767441860465116,1.0
46,0.5,0.9565217391304348,0.9772727272727273,1.0,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.967741935483871
47,0.875,0.8571428571428571,0.9736842105263158,0.9545454545454546,0.9782608695652174,0.0,0.9333333333333333,1.0,1.0,0.9642857142857143,0.9285714285714286,1.0,1.0,1.0,1.0,1.0
48,0.9090909090909091,0.9411764705882353,0.0,0.9767441860465116,0.9333333333333333,0.9743589743589743,1.0,1.0,1.0,0.9230769230769231,0.9565217391304348,1.0,1.0,1.0,1.0,1.0
49,0.9714285714285714,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.9333333333333333,0.0,1.0,0.6666666666666666,0.9615384615384616,1.0,0.9821428571428571,0.9767441860465116,0.9761904761904762,1.0,0.9,0.9705882352941176,1.0,1.0,1.0,1.0
